"X","title","abstract"
259,"assessing algorithmic fairness unobserved protected class using data combination"," increasing impact algorithmic decisions peoples lives compels us scrutinize fairness particular disparate impacts ostensiblycolorblind algorithms can different groups examples include credit decisioning hiring advertising criminal justice personalized medicine targeted policymaking cases legislative regulatory frameworks fairness exist define specific protected classes paper study fundamental challenge assessing disparate impacts performance disparities general practice protected class membership often observed data particularly problem lending healthcare consider use auxiliary dataset us census includes protected class labels decisions outcomes show variety common disparity measures generally unidentifiable aside unrealistic cases providing new perspective documented biases popular proxybased methods provide exact characterizations sharpestpossible partial identification set disparities either assumptions incorporate mild smoothness constraints provide optimizationbased algorithms computing visualizing sets simultaneously achievable pairwise disparties assessing disparities arise multiple groups enables reliable robust assessments important tool disparity assessment can farreaching policy implications demonstrate two case studies real data mortgage lending personalized medicine dosing "
260,"fliptest fairness testing via optimal transport"," present fliptest blackbox technique uncovering discrimination classifiers fliptest motivated intuitive question individual different protected status model treated differently rather relying causal information answer question fliptest leverages optimal transport match individuals different protected groups creating similar pairs indistribution samples show use instances detect discrimination constructing flipset set individuals whose classifier output changes posttranslation corresponds set people may harmed group membership shed light model treats given subgroup differently fliptest produces transparency report ranking features associated models behavior flipset evaluating approach three case studies show provides computationally inexpensive way identify subgroups may harmed model discrimination including cases model satisfies group fairness criteria "
261,"implications ai unfairness higher education admissions effects perceived ai unfairness exit voice organizational reputation"," algorithmic decisionmaking adm becoming increasingly important areas social life higher education machinelearning systems manifold uses can efficiently process large amounts student data use data arrive effective decisions despite potential upsides adm systems fairness concerns gaining momentum academic public discourses criticism largely focuses disparate effects adm algorithms may serve objective fair decisionmakers rather reproduce biases existing within respective training data study adopted different approach focusing individual perceptions fairness specifically looked two different dimensions perceived fairness procedural fairness ii distributive fairness using crosssectional survey data n large german university tested whether students assessments fairness differ respect algorithmic vs human decisionmaking hdm within higher education context furthermore investigated whether fairness perceptions subsequent effects three different outcome variables hugely important universities exit voice organizational reputation results survey suggest participants evaluated adm higher hdm terms procedural distributive fairness concerning subsequent effects fairness perceptions find distributive fairness well procedural fairness perceptions negative impact intention protest adm system whereas procedural fairness perceptions negatively affect likelihood exiting finally distributive fairness procedural fairness perceptions positive effect organizational reputation universities aiming implement adm systems crucial therefore take possible fairness issues implications account "
262,"auditing radicalization pathways youtube"," nonprofits well media hypothesized existence radicalization pipeline youtube claiming users systematically progress towards extreme content platform yet date substantial quantitative evidence alleged pipeline close gap conduct largescale audit user radicalization youtube analyze videos posted channels broadly classified four types media altlite intellectual dark web idw altright according aforementioned radicalization hypothesis channels idw altlite serve gateways fringe farright ideology represented altright channels processing m comments show three channel types indeed increasingly share user base users consistently migrate milder extreme content large percentage users consume altright content now consumed altlite idw content past also probe youtubes recommendation algorithm looking m video channel recommendations mayjuly find altlite content easily reachable idw channels altright videos reachable channel recommendations overall paint comprehensive picture user radicalization youtube "
263,"case study predictive fairness reduce misdemeanor recidivism social service interventions"," criminal justice system currently illequipped improve outcomes individuals cycle system series misdemeanor offenses often due constraints caseload poor record linkage prior interactions individual may considered individual comes back system let alone proactive manner application diversion programs los angeles city attorneys office recently created new recidivism reduction drug diversion unit rd tasked reducing recidivism population describe collaboration new unit case study incorporation predictive equity machine learning based decision making resourceconstrained setting program seeks improve outcomes developing individuallytailored social service interventions ie diversions conditional plea agreements stayed sentencing favorable case disposition based appropriate social service linkage rather traditional sentencing methods individuals likely experience subsequent interactions criminal justice system time resourceintensive undertaking necessitates ability focus resources individuals likely involved future case seeking achieve efficiency predictive accuracy equity improving outcomes traditionally underserved communities working mitigate existing disparities criminal justice outcomes discuss equity outcomes seek achieve describe corresponding choice metric measuring predictive fairness context explore set options balancing equity efficiency building selecting machine learning models operational public policy setting "
264," concept fairness gdpr linguistic contextual interpretation"," growing attention notion fairness gdpr european legal literature however principle fairness data protection framework still ambiguous uncertain computer science literature interpretative guidelines reveal paper looks better understanding concept fairness data protection field two parallel methodological tools linguistic comparison contextual interpretation terms linguistic comparison paper analyses translations world fair gdpr eu official languages cjeu suggests cilfit case interpretation eu law analysis takes account also translation notion fairness contiguous fields eg article eu charter fundamental rights consumer field eg unfair terms directive unfair commercial practice directive general notion fairness translated several different nuances accordance discordance previous data protection directive article charter versions different words used interchangeably case french spanish portuguese texts versions seems specific rationale using different terms different parts gdpr case german greek version analysis reveals three mean semantic notions correctness italian swedish romanian loyalty french spanish portuguese german version treu und glaube equitability french spanish portuguese interestingly three notions common roots western legal history roman law notion bona fide taking account value bona fide current european legal contexts also contextual interpretation role fairness gdpr preliminary conclusions fairness refers substantial balancing interests among data controllers data subjects approach fairness effectbased relevant formal respect procedures terms transparency lawfulness accountability substantial mitigation unfair imbalances create situations vulnerability building reflections paper analyses notion fairness imbalance related idea vulnerability within beyond gdpr sum article suggests best interpretation fairness principles gdpr taking account notion procedural fairness fair balancing mitigation data subjects vulnerabilities specific safeguards measures "
265," concept fairness gdpr linguistic contextual interpretation"," growing attention notion fairness gdpr european legal literature however principle fairness data protection framework still ambiguous uncertain computer science literature interpretative guidelines reveal paper looks better understanding concept fairness data protection field two parallel methodological tools linguistic comparison contextual interpretation terms linguistic comparison paper analyses translations world fair gdpr eu official languages cjeu suggests cilfit case interpretation eu law analysis takes account also translation notion fairness contiguous fields eg article eu charter fundamental rights consumer field eg unfair terms directive unfair commercial practice directive general notion fairness translated several different nuances accordance discordance previous data protection directive article charter versions different words used interchangeably case french spanish portuguese texts versions seems specific rationale using different terms different parts gdpr case german greek version analysis reveals three mean semantic notions correctness italian swedish romanian loyalty french spanish portuguese german version treu und glaube equitability french spanish portuguese interestingly three notions common roots western legal history roman law notion bona fide taking account value bona fide current european legal contexts also contextual interpretation role fairness gdpr preliminary conclusions fairness refers substantial balancing interests among data controllers data subjects approach fairness effectbased relevant formal respect procedures terms transparency lawfulness accountability substantial mitigation unfair imbalances create situations vulnerability building reflections paper analyses notion fairness imbalance related idea vulnerability within beyond gdpr sum article suggests best interpretation fairness principles gdpr taking account notion procedural fairness fair balancing mitigation data subjects vulnerabilities specific safeguards measures "
266,"pots protective optimization technologies"," algorithmic fairness aims address economic moral social political impact digital systems populations solutions can applied service providers fairness frameworks part mapping problems narrow definition assuming service providers can trusted deploy countermeasures surprisingly decisions limit fairness frameworks ability capture variety harms caused systems characterize fairness limitations using concepts requirements engineering social sciences show focus algorithms inputs outputs misses harms arise systems interacting world focus bias discrimination omits broader harms populations environments relying service providers excludes scenarios cooperative intentionally adversarial propose protective optimization technologies pots pots provide means affected parties address negative impacts systems environment expanding avenues political contestation pots intervene outside system require service providers cooperate can serve correct shift expose harms systems impose populations environments illustrate potential limitations pots two case studies countering road congestion caused traffic beating applications recalibrating credit scoring loan applicants "
267,"fair decision making using privacyprotected data"," data collected individuals regularly used make decisions impact individuals consider settings sensitive personal data used decide will receive resources benefits well known tradeoff protecting privacy accuracy decisions initiate firstofitskind study impact formally private mechanisms based differential privacy fair equitable decisionmaking empirically investigate novel tradeoffs two realworld decisions made using us census data allocation federal funds assignment voting rights benefits well classic apportionment problem results show decisions made using ∈differentially private version data strict privacy constraints smaller ∈ noise added achieve privacy may disproportionately impact groups others propose novel measures fairness context randomized differentially private algorithms identify range causes outcome disparities also explore improved algorithms remedy unfairness observed "
268,"fairness warnings fairmaml learning fairly minimal data"," motivated concerns surrounding fairness effects sharing transferring fair machine learning tools propose two algorithms fairness warnings fairmaml first modelagnostic algorithm provides interpretable boundary conditions fairly trained model may behave fairly similar slightly different tasks within given domain second fair metalearning approach train models can quickly finetuned specific tasks number sample instances balancing fairness accuracy demonstrate experimentally individual utility model using relevant baselines provide first experiment knowledge kshot fairness ie training fair model new task k data points illustrate usefulness algorithms combined method training models data points new tasks using fairness warnings interpretable boundary conditions newly trained model may fair "
269,"fairness warnings fairmaml learning fairly minimal data"," motivated concerns surrounding fairness effects sharing transferring fair machine learning tools propose two algorithms fairness warnings fairmaml first modelagnostic algorithm provides interpretable boundary conditions fairly trained model may behave fairly similar slightly different tasks within given domain second fair metalearning approach train models can quickly finetuned specific tasks number sample instances balancing fairness accuracy demonstrate experimentally individual utility model using relevant baselines provide first experiment knowledge kshot fairness ie training fair model new task k data points illustrate usefulness algorithms combined method training models data points new tasks using fairness warnings interpretable boundary conditions newly trained model may fair "
270,"fairness warnings fairmaml learning fairly minimal data"," motivated concerns surrounding fairness effects sharing transferring fair machine learning tools propose two algorithms fairness warnings fairmaml first modelagnostic algorithm provides interpretable boundary conditions fairly trained model may behave fairly similar slightly different tasks within given domain second fair metalearning approach train models can quickly finetuned specific tasks number sample instances balancing fairness accuracy demonstrate experimentally individual utility model using relevant baselines provide first experiment knowledge kshot fairness ie training fair model new task k data points illustrate usefulness algorithms combined method training models data points new tasks using fairness warnings interpretable boundary conditions newly trained model may fair "
271,"whose side ethics codes power responsibility social good"," moral authority ethics codes stems assumption serve unified society yet ignores political aspects shared resource sociologist howard s becker challenged researchers clarify power responsibility classic essay whose side building beckers hierarchy credibility report critical discourse analysis data ethics codes emerging conceptualizations beneficence social good data technology analysis revealed ethics codes corporations professional associations conflated consumers society largely silent agency interviews community organizers social change digital era supplement analysis surfacing limits technical solutions concerns marginalized communities given evidence highlights gulf documents lived experiences argue ethics codes elevate consumers may simultaneously subordinate needs vulnerable populations understanding contested digital resources central emerging field public interest technology introduce concept digital differential vulnerability explain disproportionate exposures harm within data technology suggest recommendations future ethics codes "
272,"algorithmic targeting social policies fairness accuracy distributed governance"," targeted social policies main strategy poverty alleviation across developing world include targeted cash transfers cts well targeted subsidies health education housing energy childcare others due scale diversity widespread relevance targeted social policies like cts algorithmic rules decide eligible benefit themand notare among important algorithms operating world today report yearlong engagement towards improving social targeting systems couple developing countries demonstrate shift towards use ai methods povertybased targeting can substantially increase accuracy extending coverage poor nearly million people two countries without increasing expenditure however also show absent explicit parity constraints status quo aibased systems induce disparities across population subgroups moreover based qualitative interviews local social institutions find lack consensus normative standards prioritization fairness criteria hence close proposing decisionsupport platform distributed governance enables diversity institutions customize use aibased insights targeting decisions "
273,"roles computing social change"," recent normative turn computer science brought concerns fairness bias accountability core field yet recent scholarship warned much technical work treats problematic features status quo fixed fails address deeper patterns injustice inequality acknowledging critiques posit computational research valuable roles play addressing social problems roles whose value can recognized even perspective aspires toward fundamental social change paper articulate four roles analysis considers opportunities well significant risks inherent work computing research can serve diagnostic helping us understand measure social problems precision clarity formalizer computing shapes social problems explicitly defined changing problems possible responses understood computing serves rebuttal illuminates boundaries possible technical means computing acts synecdoche makes longstanding social problems newly salient public eye offer paths forward modalities leverage particular strengths computational work service social change without overclaiming computings capacity solve social problems "
274,"roles computing social change"," recent normative turn computer science brought concerns fairness bias accountability core field yet recent scholarship warned much technical work treats problematic features status quo fixed fails address deeper patterns injustice inequality acknowledging critiques posit computational research valuable roles play addressing social problems roles whose value can recognized even perspective aspires toward fundamental social change paper articulate four roles analysis considers opportunities well significant risks inherent work computing research can serve diagnostic helping us understand measure social problems precision clarity formalizer computing shapes social problems explicitly defined changing problems possible responses understood computing serves rebuttal illuminates boundaries possible technical means computing acts synecdoche makes longstanding social problems newly salient public eye offer paths forward modalities leverage particular strengths computational work service social change without overclaiming computings capacity solve social problems "
275," relationship trust ai trustworthy machine learning technologies"," design develop aibased systems users larger public can justifiably trust one needs understand machine learning technologies impact trust guide design implementation trusted aibased systems paper provides systematic approach relate considerations trust social sciences trustworthiness technologies proposed aibased services products start abi ability benevolence integrity predictability framework augmented recently proposed mapping abi qualities technologies support trust consider four categories trustworthiness technologies machine learning namely fairness explainability auditability safety feas discuss support required qualities moreover trust can impacted throughout life cycle aibased systems therefore introduce concept chain trust discuss trustworthiness technologies stages life cycle establish ways machine learning technologies support trusted aibased systems finally feas obvious relations known frameworks therefore relate feas variety international principled ai policy technology frameworks emerged recent years "
276," philosophical basis algorithmic recourse"," philosophers established certain ethically important values modally robust sense systematically deliver correlative benefits across range counterfactual scenarios paper contend recourse systematic process reversing unfavorable decisions algorithms bureaucracies across range counterfactual scenarios modally robust good particular argue two essential components good life temporally extended agency trust underwritten recourse critique existing approaches conceptualization operationalization implementation recourse based criticisms suggest revised approach recourse give examples might implemented especially least well off "
277," philosophical basis algorithmic recourse"," philosophers established certain ethically important values modally robust sense systematically deliver correlative benefits across range counterfactual scenarios paper contend recourse systematic process reversing unfavorable decisions algorithms bureaucracies across range counterfactual scenarios modally robust good particular argue two essential components good life temporally extended agency trust underwritten recourse critique existing approaches conceptualization operationalization implementation recourse based criticisms suggest revised approach recourse give examples might implemented especially least well off "
278,"effect confidence explanation accuracy trust calibration aiassisted decision making"," today ai increasingly used help human experts make decisions highstakes scenarios scenarios full automation often undesirable due significance outcome also human experts can draw domain knowledge complementary models ensure task success refer scenarios aiassisted decision making individual strengths human ai come together optimize joint decision outcome key success appropriately calibrate human trust ai casebycase basis knowing trust distrust ai allows human expert appropriately apply knowledge improving decision outcomes cases model likely perform poorly research conducts case study aiassisted decision making humans ai comparable performance alone explores whether features reveal casespecific model information can calibrate trust improve joint performance human ai specifically study effect showing confidence score local explanation particular prediction two human experiments show confidence score can help calibrate peoples trust ai model trust calibration alone sufficient improve aiassisted decision making may also depend whether human can bring enough unique knowledge complement ais errors also highlight problems using local explanation aiassisted decision making scenarios invite research community explore new approaches explainability calibrating human trust ai "
279,"leaveoneout unfairness"," introduce leaveoneout unfairness characterizes likely models prediction individual will change due inclusion removal single person models training data leaveoneout unfairness appeals idea fair decisions arbitrary based chance event one persons inclusion training data leaveoneout unfairness closely related algorithmic stability focuses consistency individual points prediction outcome unit changes training data rather error model aggregate beyond formalizing leaveoneout unfairness characterize extent deep models behave leaveoneout unfairly real data including cases generalization error small demonstrate adversarial training randomized smoothing techniques opposite effects leaveoneout fairness sheds light relationships robustness memorization individual fairness leaveoneout fairness deep models finally discuss salient practical applications may negatively affected leaveoneout unfairness "
280,"fairness welfare equity personalized pricing"," study interplay fairness welfare equity considerations personalized pricing based customer features sellers increasingly able conduct price personalization based predictive modeling demand conditional covariates setting customized interest rates targeted discounts consumer goods personalized subsidies scarce resources positive externalities like vaccines bed nets different application areas may lead different concerns around fairness welfare equity different objectives price burdens consumers price envy firm revenue access good equal access distributional consequences good question impacts downstream outcomes interest conduct comprehensive literature review order disentangle different normative considerations propose taxonomy different objectives mathematical definitions focus observational metrics assume access underlying valuation distribution either unobserved due binary feedback illdefined due overriding behavioral concerns regarding interpreting revealed preferences setting personalized pricing provision goods positive benefits discuss price optimization may provide unambiguous benefit achieving triple bottom line personalized pricing enables expanding access turn may lead gains welfare due heterogeneous utility improve revenue budget utilization empirically demonstrate potential benefits personalized pricing two settings pricing subsidies elective vaccine effects personalized interest rates downstream outcomes microcredit "
281,"reimagining algorithmic fairness india beyond"," conventional algorithmic fairness westcentric seen subgroups values methods paper decenter algorithmic fairness analyse ai power india based qualitative interviews discourse analysis algorithmic deployments india find several assumptions algorithmic fairness challenged find india data always reliable due socioeconomic factors ml makers appear follow double standards ai evokes unquestioning aspiration contend localising model fairness alone can window dressing india distance models oppressed communities large instead reimagine algorithmic fairness india provide roadmap recontextualise data models empower oppressed communities enable fairml ecosystems "
282,"narratives counternarratives data sharing africa"," machine learning data science applications grow ever prevalent increased focus data sharing open data initiatives particularly context african continent many argue data sharing can support research policy design alleviate poverty inequality derivative effects africa despite fact datasets question often extracted african communities conversations around challenges accessing sharing african data often driven nonafrican stakeholders perspectives frequently employ deficit narratives often focusing lack education training technological resources continent leading causes friction data ecosystem argue narratives obfuscate distort full complexity african data sharing landscape particular use storytelling via fictional personas built series interviews african data experts complicate dominant narratives provide counternarratives coupling personas research data practices within continent identify recurring barriers data sharing well inequities distribution data sharing benefits particular discuss issues arising power imbalances resulting legacies colonialism ethnocentrism slavery disinvestment building trust lack acknowledgement historical presentday extractive practices westerncentric policies illsuited african context outlining problems discuss avenues addressing sharing data generated continent "
283," whole thing smacks gender algorithmic exclusion bioimpedancebased body composition analysis"," smart weight scales offer bioimpedancebased body composition analysis supplement pure body weight measurement companies withings fitbit tout composition analysis providing selfknowledge ability make informed decisions however aspirational statements elide reality numbers product proprietary regression equations require binary sexgender input paper combines transgender studiesinfluenced personal narrative analysis scientific basis bioimpedance technology used part withings smart scale attempting include nonbinary people reveals bioelectrical impedance analysis always rested physiologically shaky ground white nonbinary people merely tip iceberg may find smart scale intelligent comes bodies using body composition analysis example explore problem trans nonbinary inclusion personal health tech goes beyond issues adding third gender box slapping rainbow flag packaging also provide recommendations approach creating inclusive technologies even still relying exclusionary data "
284,"algorithmic recourse counterfactual explanations interventions"," machine learning increasingly used inform consequential decisionmaking eg pretrial bail loan approval becomes important explain system arrived decision also suggest actions achieve favorable decision counterfactual explanations world different desirable outcome occur aim satisfy criteria existing works primarily focused designing algorithms obtain counterfactual explanations wide range settings however largely overlooked ultimately one main objectives allow people act rather just understand laymans terms counterfactual explanations inform individual need get get work rely causal reasoning caution use counterfactual explanations recommendable set actions recourse instead propose shift paradigm recourse via nearest counterfactual explanations recourse minimal interventions shifting focus explanations interventions "
285," semioticsbased epistemic tool reason ethical issues digital technology design development"," one important challenges regarding development morally responsible ethically qualified digital technologies support designers developers producing technologies especially conceptualizing vision technology will will benefit users avoid harm however traditional software design development life cycles explicitly support reflection upon either ethical moral issues paper look number ethical issues may dealt digital technology design development prevent damage improve technological fairness accountability transparency starting mature work semiotic theory methods humancomputer interaction propose extend core artifact used semiotic engineering humancentered technology design directly address moral responsibility ethical issues resulting extension epistemic tool instrument create elaborate specific kind knowledge paper describes tool illustrates used discusses promises limitations background related work also includes proposed empirical studies accompanied briefly described methodological challenges considerations deserve attention "
286,"measurement fairness"," propose measurement modeling quantitative social sciences framework understanding fairness computational systems computational systems often involve unobservable theoretical constructs socioeconomic status teacher effectiveness risk recidivism constructs measured directly must instead inferred measurements observable properties unobservable theoretical constructs thought related themie operationalized via measurement model process necessarily involves making assumptions introduces potential mismatches theoretical understanding construct purported measured operationalization argue many harms discussed literature fairness computational systems direct results mismatches show harms anticipated cases mitigated viewed lens measurement modeling contribute fairnessoriented conceptualizations construct reliability construct validity unite traditions political science education psychology provide set tools making explicit testing assumptions constructs operationalizations turn fairness essentially contested construct different theoretical understandings different contexts argue contestedness underlies recent debates fairness definitions although debates appear different operationalizations fact debates different theoretical understandings fairness show measurement modeling can provide framework getting core debates "
287,"fairness risk assessment instruments postprocessing achieve counterfactual equalized odds"," domains criminal justice medicine social welfare decision makers increasingly access algorithmic risk assessment instruments rais rais estimate risk adverse outcome recidivism child neglect potentially informing highstakes decisions whether release defendant bail initiate child welfare investigation important ensure rais fair benefits harms decisions equitably distributed widely used algorithmic fairness criteria formulated respect observable outcomes whether person actually recidivates criteria misleading applied rais since rais intended inform interventions can reduce risk prediction affects downstream outcome recent work argued fairness criteria rais instead utilize potential outcomes ie outcomes occur absence appropriate intervention however methods currently exist satisfy fairness criteria paper target one criterion counterfactual equalized odds develop postprocessed predictor estimated via doubly robust estimators extending adapting previous postprocessing approaches counterfactual setting also provide doubly robust estimators risk fairness properties arbitrary fixed postprocessed predictors predictor converges optimal fair predictor fast rates illustrate properties method show performs well simulated real data "
288,"high dimensional model explanations axiomatic approach"," complex blackbox machine learning models regularly used critical decisionmaking domains given rise several calls algorithmic explainability many explanation algorithms proposed literature assign importance feature individually however explanations fail capture joint effects sets features indeed works far formally analyze high dimensional model explanations paper propose novel high dimension model explanation method captures joint effect feature subsets propose new axiomatization generalization banzhaf index method can also thought approximation blackbox model higherorder polynomial words work justifies use generalized banzhaf index model explanation showing uniquely satisfies set natural desiderata optimal local approximation blackbox model empirical evaluation measure highlights manages capture desirable behavior whereas measures satisfy axioms behave unpredictable manner "
289," agentbased model evaluate interventions online dating platforms decrease racial homogamy"," perhaps controversial questions study online platforms today surround extent platforms can intervene reduce societal ills perpetrated debate whether exist effective lasting interventions platform can adopt address eg online bullying farreaching change necessary address problems empirical work critical addressing questions also challenging timeconsuming expensive sometimes limited questions companies willing ask help focus inform empirical work propose agentbased modeling abm approach application analyze impact set interventions simulated online dating platform lack longterm interracial relationships artificial society real world lack interracial relationships critical vehicle inequality maintained work shows many previously hypothesized interventions online dating platforms take increase number interracial relationships website limited effects effectiveness intervention subject assumptions sociocultural structure interventions effective increasing diversity longterm relationships odds platforms profitoriented goals general level present work shows value using abm approach help understand potential effects side effects different interventions platform take "
290,"designing accountable systems"," accountability often called property technical systems requirement algorithmic decision systems autonomous cyberphysical systems software systems general concept accountability goes back early history liberalism suggested tool limit use power long history also given us many often slightly differing definitions accountability problem software developers now face understand accountability means systems reflect systems design enable rigorous study accountability system need models suitable capturing varied concept paper present method express compare different definitions accountability using structural causal models show models can used evaluate systems design present small use case based autonomous car "
291,"socially fair kmeans clustering"," show popular kmeans clustering algorithm lloyds heuristic used variety scientific data can result outcomes unfavorable subgroups data eg demographic groups biased clusterings can deleterious implications humancentric applications resource allocation present fair kmeans objective algorithm choose cluster centers provide equitable costs different groups algorithm fairlloyd modification lloyds heuristic kmeans inheriting simplicity efficiency stability comparison standard lloyds find benchmark datasets fairlloyd exhibits unbiased performance ensuring groups equal costs output kclustering incurring negligible increase running time thus making viable fair option wherever kmeans currently used "
292,"towards crosslingual generalization translation gender bias"," crosslingual generalization issues less explored languages broadly tackled recent nlp studies study apply philosophy problem translation gender bias necessarily involves multilingualism sociocultural diversity beyond conventional evaluation criteria social bias aim put together various aspects linguistic viewpoints measuring process create template makes evaluation less tilted specific types language pairs manually constructed set content words template check accuracy gender inference fluency translation german korean portuguese tagalog inference accuracy disparate impact namely biasedness factors associated show failure bias mitigation threatens delicacy translation furthermore analyses system language indicate translation fluency inference accuracy necessarily correlated results implicitly suggest amount available language resources boost performance might amplify bias crosslinguistically "
293," pilot study surveying clinical judgments evaluate radiology report generation"," recent release many chest xray datasets prompted lot interest radiology report generation date framed image captioning task machine takes rgb image input generates sentence summary findings output quality reports canonically measured using metrics nlp community language generation machine translation summarization however evaluation metrics eg bleu cider inappropriate medical domain clinical correctness critical address team brought together machine learning experts radiologists pilot study codesigning better metric evaluating quality algorithmicallygenerated radiology report interdisciplinary collaborative process involved multiple interviews outreach preliminary annotation design larger scale study now underway build meaningful evaluation tool "
294,"fairness robustness investigating robustness disparity deep learning"," deep neural networks dnns increasingly used realworld applications eg facial recognition resulted concerns fairness decisions made models various notions measures fairness proposed ensure decisionmaking system disproportionately harm benefit particular subgroups population paper argue traditional notions fairness based models outputs sufficient model vulnerable adversarial attacks argue cases may easier attacker target particular subgroup resulting form robustness bias show measuring robustness bias challenging task dnns propose two methods measure form bias conduct empirical study stateoftheart neural networks commonly used realworld datasets cifar cifar adience utkface show almost cases subgroups cases based sensitive attributes like race gender etc less robust thus disadvantage argue kind bias arises due data distribution highly complex nature learned decision boundary case dnns thus making mitigation biases nontrivial task results show robustness bias important criterion consider auditing realworld systems rely dnns decision making code reproduce results can found httpsgithubcomnvedantfairnessthroughrobustness "
295,"operationalizing framing support multiperspective recommendations opinion pieces"," diversity personalized news recommender systems often defined dissimilarity operationalized based topic diversity eg corona versus farmers strike diversity news media however understood multiperspectivity eg different opinions corona measures arguably key responsibility press democratic society viewpoint diversity often considered synonymous source diversity communication science domain paper take computational view operationalize notion framing adopted communication science apply notion reranking topicrelevant recommended lists form basis novel viewpoint diversification method offline evaluation indicates proposed method capable enhancing viewpoint diversity recommendation lists according diversity metric literature online study blendle platform dutch news aggregator users found users willing consume viewpoint diverse news recommendations also found presentation characteristics significantly influence reading behaviour diverse recommendations results suggest future research presentation aspects recommendations can just important novel viewpoint diversification methods truly achieve multiperspectivity online news environments "
296,"bridging machine learning mechanism design towards algorithmic fairness"," decisionmaking systems increasingly orchestrate world intervene algorithmic components build fair equitable systems therefore question utmost importance one substantially complicated contextdependent nature fairness discrimination modern decisionmaking systems involve allocating resources information people eg school choice advertising incorporate machinelearned predictions pipelines raising concerns potential strategic behavior constrained allocation concerns usually tackled context mechanism design although machine learning mechanism design developed frameworks addressing issues fairness equity complex decisionmaking systems neither framework individually sufficient paper develop position building fair decisionmaking systems requires overcoming limitations argue inherent field ultimate objective build encompassing framework cohesively bridges individual frameworks mechanism design machine learning begin lay ground work towards goal comparing perspective discipline takes fair decisionmaking teasing lessons field taught can teach highlighting application domains require strong collaboration disciplines "
297,"fair clustering via equitable group representations"," mean clustering fair one popular approach seeks ensure cluster contains groups roughly proportion exist population normative principle play balance cluster might act representative data thus reflect diversity clustering also captures different form representativeness core principle clustering problems cluster center representative cluster represents close points associated can effectively replace points cluster centers without significant loss fidelity indeed common use case clustering clustering fair centers represent different groups equally well call clustering grouprepresentative clustering paper study structure computation grouprepresentative clusterings show notion naturally parallels development fairness notions classification direct analogs ideas like demographic parity equal opportunity demonstrate notions distinct captured balancebased notions fairness present approximation algorithms group representative kmedian clustering couple empirical evaluation various realworld data sets also extend idea facility location motivated current problem assigning polling locations voting "
298," cant sit us exclusionary pedagogy ai ethics education"," given growing concern lack ethical consideration artificial intelligence ai field many begun question dominant approaches disciplinary education computer science csand implications aihas led current ethics crisis however claim current ai ethics education space relies form exclusionary pedagogy ethics distilled computational approaches deeper epistemological engagement ways knowing benefit ethical thinking acknowledgement limitations univocal computational thinking results indifference devaluation lack mutual support cs humanistic social science hss elevating myth technologists ethical unicorns can though disciplinary tools ultimately limited analysis computer science education literature review collegelevel course syllabi ai ethics discuss limitations epistemological assumptions hierarchies knowledge dictate current attempts including ethics education cs training explore evidence practical mechanisms exclusion occurs propose shift towards substantively collaborative holistic ethically generative pedagogy ai education "
