,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
1335495,2008.07773,Muhammad Umer Siddique,"Umer Siddique, Paul Weng, Matthieu Zimmer","Learning Fair Policies in Multiobjective (Deep) Reinforcement Learning
  with Average and Discounted Rewards",,,,,cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  As the operations of autonomous systems generally affect simultaneously
several users, it is crucial that their designs account for fairness
considerations. In contrast to standard (deep) reinforcement learning (RL), we
investigate the problem of learning a policy that treats its users equitably.
In this paper, we formulate this novel RL problem, in which an objective
function, which encodes a notion of fairness that we formally define, is
optimized. For this problem, we provide a theoretical discussion where we
examine the case of discounted rewards and that of average rewards. During this
analysis, we notably derive a new result in the standard RL setting, which is
of independent interest: it states a novel bound on the approximation error
with respect to the optimal average reward of that of a policy optimal for the
discounted reward. Since learning with discounted rewards is generally easier,
this discussion further justifies finding a fair policy for the average reward
by learning a fair policy for the discounted reward. Thus, we describe how
several classic deep RL algorithms can be adapted to our fair optimization
problem, and we validate our approach with extensive experiments in three
different domains.
","[{'version': 'v1', 'created': 'Tue, 18 Aug 2020 07:17:53 GMT'}]",2020-08-19,"[['Siddique', 'Umer', ''], ['Weng', 'Paul', ''], ['Zimmer', 'Matthieu', '']]"
1338602,2008.10880,Rik Helwegen MSc,"Rik Helwegen, Christos Louizos and Patrick Forr\'e",Improving Fair Predictions Using Variational Inference In Causal Models,,,,,cs.LG cs.AI stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The importance of algorithmic fairness grows with the increasing impact
machine learning has on people's lives. Recent work on fairness metrics shows
the need for causal reasoning in fairness constraints. In this work, a
practical method named FairTrade is proposed for creating flexible prediction
models which integrate fairness constraints on sensitive causal paths. The
method uses recent advances in variational inference in order to account for
unobserved confounders. Further, a method outline is proposed which uses the
causal mechanism estimates to audit black box models. Experiments are conducted
on simulated data and on a real dataset in the context of detecting unlawful
social welfare. This research aims to contribute to machine learning techniques
which honour our ethical and legal boundaries.
","[{'version': 'v1', 'created': 'Tue, 25 Aug 2020 08:27:11 GMT'}]",2020-08-26,"[['Helwegen', 'Rik', ''], ['Louizos', 'Christos', ''], ['Forré', 'Patrick', '']]"
1340844,2008.13122,Vincent Grari,"Vincent Grari, Sylvain Lamprier, Marcin Detyniecki",Adversarial Learning for Counterfactual Fairness,"11 pages, 5 figures",,,,cs.LG cs.AI cs.CY stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In recent years, fairness has become an important topic in the machine
learning research community. In particular, counterfactual fairness aims at
building prediction models which ensure fairness at the most individual level.
Rather than globally considering equity over the entire population, the idea is
to imagine what any individual would look like with a variation of a given
attribute of interest, such as a different gender or race for instance.
Existing approaches rely on Variational Auto-encoding of individuals, using
Maximum Mean Discrepancy (MMD) penalization to limit the statistical dependence
of inferred representations with their corresponding sensitive attributes. This
enables the simulation of counterfactual samples used for training the target
fair model, the goal being to produce similar outcomes for every alternate
version of any individual. In this work, we propose to rely on an adversarial
neural learning approach, that enables more powerful inference than with MMD
penalties, and is particularly better fitted for the continuous setting, where
values of sensitive attributes cannot be exhaustively enumerated. Experiments
show significant improvements in term of counterfactual fairness for both the
discrete and the continuous settings.
","[{'version': 'v1', 'created': 'Sun, 30 Aug 2020 09:06:03 GMT'}]",2020-09-01,"[['Grari', 'Vincent', ''], ['Lamprier', 'Sylvain', ''], ['Detyniecki', 'Marcin', '']]"
1342945,2009.01442,Srinivasan Ravichandran,"Srinivasan Ravichandran, Drona Khurana, Bharath Venkatesh, Narayanan
  Unny Edakunni",FairXGBoost: Fairness-aware Classification in XGBoost,,,,,cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Highly regulated domains such as finance have long favoured the use of
machine learning algorithms that are scalable, transparent, robust and yield
better performance. One of the most prominent examples of such an algorithm is
XGBoost. Meanwhile, there is also a growing interest in building fair and
unbiased models in these regulated domains and numerous bias-mitigation
algorithms have been proposed to this end. However, most of these
bias-mitigation methods are restricted to specific model families such as
logistic regression or support vector machine models, thus leaving modelers
with a difficult decision of choosing between fairness from the bias-mitigation
algorithms and scalability, transparency, performance from algorithms such as
XGBoost. We aim to leverage the best of both worlds by proposing a fair variant
of XGBoost that enjoys all the advantages of XGBoost, while also matching the
levels of fairness from the state-of-the-art bias-mitigation algorithms.
Furthermore, the proposed solution requires very little in terms of changes to
the original XGBoost library, thus making it easy for adoption. We provide an
empirical analysis of our proposed method on standard benchmark datasets used
in the fairness community.
","[{'version': 'v1', 'created': 'Thu, 3 Sep 2020 04:08:23 GMT'}, {'version': 'v2', 'created': 'Wed, 7 Oct 2020 05:14:38 GMT'}]",2020-10-08,"[['Ravichandran', 'Srinivasan', ''], ['Khurana', 'Drona', ''], ['Venkatesh', 'Bharath', ''], ['Edakunni', 'Narayanan Unny', '']]"
1343037,2009.01534,Yossi Adi,"Shahar Segal, Yossi Adi, Benny Pinkas, Carsten Baum, Chaya Ganesh,
  Joseph Keshet",Fairness in the Eyes of the Data: Certifying Machine-Learning Models,,,,,cs.AI cs.CR cs.LG stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present a framework that allows to certify the fairness degree of a model
based on an interactive and privacy-preserving test. The framework verifies any
trained model, regardless of its training process and architecture. Thus, it
allows us to evaluate any deep learning model on multiple fairness definitions
empirically. We tackle two scenarios, where either the test data is privately
available only to the tester or is publicly known in advance, even to the model
creator. We investigate the soundness of the proposed approach using
theoretical analysis and present statistical guarantees for the interactive
test. Finally, we provide a cryptographic technique to automate fairness
testing and certified inference with only black-box access to the model at hand
while hiding the participants' sensitive data.
","[{'version': 'v1', 'created': 'Thu, 3 Sep 2020 09:22:39 GMT'}]",2020-09-04,"[['Segal', 'Shahar', ''], ['Adi', 'Yossi', ''], ['Pinkas', 'Benny', ''], ['Baum', 'Carsten', ''], ['Ganesh', 'Chaya', ''], ['Keshet', 'Joseph', '']]"
1343926,2009.02423,Harshal Chaudhari,"Harshal A. Chaudhari, Sangdi Lin, Ondrej Linda",A General Framework for Fairness in Multistakeholder Recommendations,"7 pages, 3 figures",,,,cs.AI cs.IR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Contemporary recommender systems act as intermediaries on multi-sided
platforms serving high utility recommendations from sellers to buyers. Such
systems attempt to balance the objectives of multiple stakeholders including
sellers, buyers, and the platform itself. The difficulty in providing
recommendations that maximize the utility for a buyer, while simultaneously
representing all the sellers on the platform has lead to many interesting
research problems.Traditionally, they have been formulated as integer linear
programs which compute recommendations for all the buyers together in an
\emph{offline} fashion, by incorporating coverage constraints so that the
individual sellers are proportionally represented across all the recommended
items. Such approaches can lead to unforeseen biases wherein certain buyers
consistently receive low utility recommendations in order to meet the global
seller coverage constraints. To remedy this situation, we propose a general
formulation that incorporates seller coverage objectives alongside individual
buyer objectives in a real-time personalized recommender system. In addition,
we leverage highly scalable submodular optimization algorithms to provide
recommendations to each buyer with provable theoretical quality bounds.
Furthermore, we empirically evaluate the efficacy of our approach using data
from an online real-estate marketplace.
","[{'version': 'v1', 'created': 'Fri, 4 Sep 2020 23:54:06 GMT'}]",2020-09-09,"[['Chaudhari', 'Harshal A.', ''], ['Lin', 'Sangdi', ''], ['Linda', 'Ondrej', '']]"
1344093,2009.02590,Nasim Sonboli,"Nasim Sonboli, Robin Burke, Nicholas Mattei, Farzad Eskandanian, Tian
  Gao","""And the Winner Is..."": Dynamic Lotteries for Multi-group Fairness-Aware
  Recommendation",,,,,cs.IR cs.AI cs.LG,http://creativecommons.org/licenses/by-nc-sa/4.0/,"  As recommender systems are being designed and deployed for an increasing
number of socially-consequential applications, it has become important to
consider what properties of fairness these systems exhibit. There has been
considerable research on recommendation fairness. However, we argue that the
previous literature has been based on simple, uniform and often uni-dimensional
notions of fairness assumptions that do not recognize the real-world
complexities of fairness-aware applications. In this paper, we explicitly
represent the design decisions that enter into the trade-off between accuracy
and fairness across multiply-defined and intersecting protected groups,
supporting multiple fairness metrics. The framework also allows the recommender
to adjust its performance based on the historical view of recommendations that
have been delivered over a time horizon, dynamically rebalancing between
fairness concerns. Within this framework, we formulate lottery-based mechanisms
for choosing between fairness concerns, and demonstrate their performance in
two recommendation domains.
","[{'version': 'v1', 'created': 'Sat, 5 Sep 2020 20:15:14 GMT'}]",2020-09-08,"[['Sonboli', 'Nasim', ''], ['Burke', 'Robin', ''], ['Mattei', 'Nicholas', ''], ['Eskandanian', 'Farzad', ''], ['Gao', 'Tian', '']]"
1345886,2009.04383,Venkata Sriram Siddhardh Nadendla,Mukund Telukunta and Venkata Sriram Siddhardh Nadendla,"On the Identification of Fair Auditors to Evaluate Recommender Systems
  based on a Novel Non-Comparative Fairness Notion","10 pages, Accepted to FAccTRec-2020",,,,cs.CY cs.AI cs.HC cs.LG stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Decision-support systems are information systems that offer support to
people's decisions in various applications such as judiciary, real-estate and
banking sectors. Lately, these support systems have been found to be
discriminatory in the context of many practical deployments. In an attempt to
evaluate and mitigate these biases, algorithmic fairness literature has been
nurtured using notions of comparative justice, which relies primarily on
comparing two/more individuals or groups within the society that is supported
by such systems. However, such a fairness notion is not very useful in the
identification of fair auditors who are hired to evaluate latent biases within
decision-support systems. As a solution, we introduce a paradigm shift in
algorithmic fairness via proposing a new fairness notion based on the principle
of non-comparative justice. Assuming that the auditor makes fairness
evaluations based on some (potentially unknown) desired properties of the
decision-support system, the proposed fairness notion compares the system's
outcome with that of the auditor's desired outcome. We show that the proposed
fairness notion also provides guarantees in terms of comparative fairness
notions by proving that any system can be deemed fair from the perspective of
comparative fairness (e.g. individual fairness and statistical parity) if it is
non-comparatively fair with respect to an auditor who has been deemed fair with
respect to the same fairness notions. We also show that the converse holds true
in the context of individual fairness. A brief discussion is also presented
regarding how our fairness notion can be used to identify fair and reliable
auditors, and how we can use them to quantify biases in decision-support
systems.
","[{'version': 'v1', 'created': 'Wed, 9 Sep 2020 16:04:41 GMT'}]",2020-09-10,"[['Telukunta', 'Mukund', ''], ['Nadendla', 'Venkata Sriram Siddhardh', '']]"
1345944,2009.04441,Diego Antognini,"Kirtan Padh, Diego Antognini, Emma Lejal Glaude, Boi Faltings, Claudiu
  Musat","Addressing Fairness in Classification with a Model-Agnostic
  Multi-Objective Algorithm","Under review. 11 pages, 3 figures, 4 tables",,,,cs.LG cs.AI cs.IR stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The goal of fairness in classification is to learn a classifier that does not
discriminate against groups of individuals based on sensitive attributes, such
as race and gender. One approach to designing fair algorithms is to use
relaxations of fairness notions as regularization terms or in a constrained
optimization problem. We observe that the hyperbolic tangent function can
approximate the indicator function. We leverage this property to define a
differentiable relaxation that approximates fairness notions provably better
than existing relaxations. In addition, we propose a model-agnostic
multi-objective architecture that can simultaneously optimize for multiple
fairness notions and multiple sensitive attributes and supports all statistical
parity-based notions of fairness. We use our relaxation with the
multi-objective architecture to learn fair classifiers. Experiments on public
datasets show that our method suffers a significantly lower loss of accuracy
than current debiasing algorithms relative to the unconstrained model.
","[{'version': 'v1', 'created': 'Wed, 9 Sep 2020 17:40:24 GMT'}, {'version': 'v2', 'created': 'Mon, 14 Sep 2020 17:17:00 GMT'}]",2020-09-15,"[['Padh', 'Kirtan', ''], ['Antognini', 'Diego', ''], ['Glaude', 'Emma Lejal', ''], ['Faltings', 'Boi', ''], ['Musat', 'Claudiu', '']]"
1346143,2009.04640,Arjun Prakash,"Lauren Boswell, Arjun Prakash",On the Fairness of 'Fake' Data in Legal AI,Submitted to the Artificial Intelligence Ethics Journal,,,,cs.CY cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The economics of smaller budgets and larger case numbers necessitates the use
of AI in legal proceedings. We examine the concept of disparate impact and how
biases in the training data lead to the search for fairer AI. This paper seeks
to begin the discourse on what such an implementation would actually look like
with a criticism of pre-processing methods in a legal context . We outline how
pre-processing is used to correct biased data and then examine the legal
implications of effectively changing cases in order to achieve a fairer outcome
including the black box problem and the slow encroachment on legal precedent.
Finally we present recommendations on how to avoid the pitfalls of
pre-processed data with methods that either modify the classifier or correct
the output in the final step.
","[{'version': 'v1', 'created': 'Thu, 10 Sep 2020 02:23:19 GMT'}, {'version': 'v2', 'created': 'Fri, 11 Sep 2020 08:35:55 GMT'}]",2020-09-14,"[['Boswell', 'Lauren', ''], ['Prakash', 'Arjun', '']]"
1346786,2009.05283,David Berend,"Yushi Cao, David Berend, Palina Tolmach, Moshe Levy, Guy Amit, Asaf
  Shabtai, Yuval Elovici, Yang Liu","Fairness Matters -- A Data-Driven Framework Towards Fair and High
  Performing Facial Recognition Systems","32 pages, 10 Figures, pre-print, adjusted title",,,,cs.CV cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Facial recognition technologies are widely used in governmental and
industrial applications. Together with the advancements in deep learning (DL),
human-centric tasks such as accurate age prediction based on face images become
feasible. However, the issue of fairness when predicting the age for different
ethnicity and gender remains an open problem. Policing systems use age to
estimate the likelihood of someone to commit a crime, where younger suspects
tend to be more likely involved. Unfair age prediction may lead to unfair
treatment of humans not only in crime prevention but also in marketing,
identity acquisition and authentication. Therefore, this work follows two
parts. First, an empirical study is conducted evaluating performance and
fairness of state-of-the-art systems for age prediction including baseline and
most recent works of academia and the main industrial service providers (Amazon
AWS and Microsoft Azure). Building on the findings we present a novel approach
to mitigate unfairness and enhance performance, using distribution-aware
dataset curation and augmentation. Distribution-awareness is based on
out-of-distribution detection which is utilized to validate equal and diverse
DL system behavior towards e.g. ethnicity and gender. In total we train 24 DNN
models and utilize one million data points to assess performance and fairness
of the state-of-the-art for face recognition algorithms. We demonstrate an
improvement in mean absolute age prediction error from 7.70 to 3.39 years and a
4-fold increase in fairness towards ethnicity when compared to related work.
Utilizing the presented methodology we are able to outperform leading industry
players such as Amazon AWS or Microsoft Azure in both fairness and age
prediction accuracy and provide the necessary guidelines to assess quality and
enhance face recognition systems based on DL techniques.
","[{'version': 'v1', 'created': 'Fri, 11 Sep 2020 08:32:36 GMT'}, {'version': 'v2', 'created': 'Tue, 15 Sep 2020 01:14:56 GMT'}, {'version': 'v3', 'created': 'Wed, 16 Sep 2020 05:52:51 GMT'}]",2020-09-17,"[['Cao', 'Yushi', ''], ['Berend', 'David', ''], ['Tolmach', 'Palina', ''], ['Levy', 'Moshe', ''], ['Amit', 'Guy', ''], ['Shabtai', 'Asaf', ''], ['Elovici', 'Yuval', ''], ['Liu', 'Yang', '']]"
1347754,2009.06251,Boris Ruf,Boris Ruf and Marcin Detyniecki,Active Fairness Instead of Unawareness,,,,,cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The possible risk that AI systems could promote discrimination by reproducing
and enforcing unwanted bias in data has been broadly discussed in research and
society. Many current legal standards demand to remove sensitive attributes
from data in order to achieve ""fairness through unawareness"". We argue that
this approach is obsolete in the era of big data where large datasets with
highly correlated attributes are common. In the contrary, we propose the active
use of sensitive attributes with the purpose of observing and controlling any
kind of discrimination, and thus leading to fair results.
","[{'version': 'v1', 'created': 'Mon, 14 Sep 2020 08:14:17 GMT'}]",2020-09-15,"[['Ruf', 'Boris', ''], ['Detyniecki', 'Marcin', '']]"
1347892,2009.06389,Sahib Singh,"Tom Farrand, Fatemehsadat Mireshghallah, Sahib Singh, Andrew Trask","Neither Private Nor Fair: Impact of Data Imbalance on Utility and
  Fairness in Differential Privacy","5 pages, 5 figures",,,,cs.LG cs.AI cs.CR stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Deployment of deep learning in different fields and industries is growing day
by day due to its performance, which relies on the availability of data and
compute. Data is often crowd-sourced and contains sensitive information about
its contributors, which leaks into models that are trained on it. To achieve
rigorous privacy guarantees, differentially private training mechanisms are
used. However, it has recently been shown that differential privacy can
exacerbate existing biases in the data and have disparate impacts on the
accuracy of different subgroups of data. In this paper, we aim to study these
effects within differentially private deep learning. Specifically, we aim to
study how different levels of imbalance in the data affect the accuracy and the
fairness of the decisions made by the model, given different levels of privacy.
We demonstrate that even small imbalances and loose privacy guarantees can
cause disparate impacts.
","[{'version': 'v1', 'created': 'Thu, 10 Sep 2020 18:35:49 GMT'}, {'version': 'v2', 'created': 'Fri, 25 Sep 2020 16:00:29 GMT'}, {'version': 'v3', 'created': 'Sat, 3 Oct 2020 11:55:05 GMT'}]",2020-10-06,"[['Farrand', 'Tom', ''], ['Mireshghallah', 'Fatemehsadat', ''], ['Singh', 'Sahib', ''], ['Trask', 'Andrew', '']]"
1348019,2009.06516,Debabrota Basu,"Bishwamittra Ghosh, Debabrota Basu, Kuldeep S. Meel",Justicia: A Stochastic SAT Approach to Formally Verify Fairness,"24 pages, 7 figures, 5 theorems",,,,cs.AI cs.CY cs.LG cs.LO,http://creativecommons.org/licenses/by-nc-sa/4.0/,"  As a technology ML is oblivious to societal good or bad, and thus, the field
of fair machine learning has stepped up to propose multiple mathematical
definitions, algorithms, and systems to ensure different notions of fairness in
ML applications. Given the multitude of propositions, it has become imperative
to formally verify the fairness metrics satisfied by different algorithms on
different datasets. In this paper, we propose a \textit{stochastic
satisfiability} (SSAT) framework, Justicia, that formally verifies different
fairness measures of supervised learning algorithms with respect to the
underlying data distribution. We instantiate Justicia on multiple
classification and bias mitigation algorithms, and datasets to verify different
fairness metrics, such as disparate impact, statistical parity, and equalized
odds. Justicia is scalable, accurate, and operates on non-Boolean and compound
sensitive attributes unlike existing distribution-based verifiers, such as
FairSquare and VeriFair. Being distribution-based by design, Justicia is more
robust than the verifiers, such as AIF360, that operate on specific test
samples. We also theoretically bound the finite-sample error of the verified
fairness measure.
","[{'version': 'v1', 'created': 'Mon, 14 Sep 2020 15:23:51 GMT'}]",2020-09-15,"[['Ghosh', 'Bishwamittra', ''], ['Basu', 'Debabrota', ''], ['Meel', 'Kuldeep S.', '']]"
1350534,2009.09031,YooJung Choi,"YooJung Choi, Meihua Dang, Guy Van den Broeck",Group Fairness by Probabilistic Modeling with Latent Fair Decisions,,,,,cs.LG cs.AI stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Machine learning systems are increasingly being used to make impactful
decisions such as loan applications and criminal justice risk assessments, and
as such, ensuring fairness of these systems is critical. This is often
challenging as the labels in the data are biased. This paper studies learning
fair probability distributions from biased data by explicitly modeling a latent
variable that represents a hidden, unbiased label. In particular, we aim to
achieve demographic parity by enforcing certain independencies in the learned
model. We also show that group fairness guarantees are meaningful only if the
distribution used to provide those guarantees indeed captures the real-world
data. In order to closely model the data distribution, we employ probabilistic
circuits, an expressive and tractable probabilistic model, and propose an
algorithm to learn them from incomplete data. We evaluate our approach on a
synthetic dataset in which observed labels indeed come from fair labels but
with added bias, and demonstrate that the fair labels are successfully
retrieved. Moreover, we show on real-world datasets that our approach not only
is a better model than existing methods of how the data was generated but also
achieves competitive accuracy.
","[{'version': 'v1', 'created': 'Fri, 18 Sep 2020 19:13:23 GMT'}]",2020-09-22,"[['Choi', 'YooJung', ''], ['Dang', 'Meihua', ''], ['Broeck', 'Guy Van den', '']]"
1352994,2009.11491,Anoop Krishnan Upendran Nair,"Anoop Krishnan, Ali Almadan, Ajita Rattani","Understanding Fairness of Gender Classification Algorithms Across
  Gender-Race Groups","19th IEEE International Conference On Machine Learning And
  Applications 2020 | Miami, Florida",,,,cs.CV cs.AI cs.LG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Automated gender classification has important applications in many domains,
such as demographic research, law enforcement, online advertising, as well as
human-computer interaction. Recent research has questioned the fairness of this
technology across gender and race. Specifically, the majority of the studies
raised the concern of higher error rates of the face-based gender
classification system for darker-skinned people like African-American and for
women. However, to date, the majority of existing studies were limited to
African-American and Caucasian only. The aim of this paper is to investigate
the differential performance of the gender classification algorithms across
gender-race groups. To this aim, we investigate the impact of (a) architectural
differences in the deep learning algorithms and (b) training set imbalance, as
a potential source of bias causing differential performance across gender and
race. Experimental investigations are conducted on two latest large-scale
publicly available facial attribute datasets, namely, UTKFace and FairFace. The
experimental results suggested that the algorithms with architectural
differences varied in performance with consistency towards specific gender-race
groups. For instance, for all the algorithms used, Black females (Black race in
general) always obtained the least accuracy rates. Middle Eastern males and
Latino females obtained higher accuracy rates most of the time. Training set
imbalance further widens the gap in the unequal accuracy rates across all
gender-race groups. Further investigations using facial landmarks suggested
that facial morphological differences due to the bone structure influenced by
genetic and environmental factors could be the cause of the least performance
of Black females and Black race, in general.
","[{'version': 'v1', 'created': 'Thu, 24 Sep 2020 04:56:10 GMT'}]",2020-09-25,"[['Krishnan', 'Anoop', ''], ['Almadan', 'Ali', ''], ['Rattani', 'Ajita', '']]"
1354065,2009.12562,Ferdinando Fioretto,"Cuong Tran, Ferdinando Fioretto, Pascal Van Hentenryck","Differentially Private and Fair Deep Learning: A Lagrangian Dual
  Approach",,,,,cs.LG cs.AI cs.CR stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A critical concern in data-driven decision making is to build models whose
outcomes do not discriminate against some demographic groups, including gender,
ethnicity, or age. To ensure non-discrimination in learning tasks, knowledge of
the sensitive attributes is essential, while, in practice, these attributes may
not be available due to legal and ethical requirements. To address this
challenge, this paper studies a model that protects the privacy of the
individuals sensitive information while also allowing it to learn
non-discriminatory predictors. The method relies on the notion of differential
privacy and the use of Lagrangian duality to design neural networks that can
accommodate fairness constraints while guaranteeing the privacy of sensitive
attributes. The paper analyses the tension between accuracy, privacy, and
fairness and the experimental evaluation illustrates the benefits of the
proposed model on several prediction tasks.
","[{'version': 'v1', 'created': 'Sat, 26 Sep 2020 10:50:33 GMT'}]",2020-09-29,"[['Tran', 'Cuong', ''], ['Fioretto', 'Ferdinando', ''], ['Van Hentenryck', 'Pascal', '']]"
1355019,2009.13516,Chen Zhao,"Chen Zhao, Changbin Li, Jincheng Li, Feng Chen",Fair Meta-Learning For Few-Shot Classification,"2020 IEEE International Conference on Knowledge Graph (ICKG). arXiv
  admin note: text overlap with arXiv:2009.11406",,,,cs.LG cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Artificial intelligence nowadays plays an increasingly prominent role in our
life since decisions that were once made by humans are now delegated to
automated systems. A machine learning algorithm trained based on biased data,
however, tends to make unfair predictions. Developing classification algorithms
that are fair with respect to protected attributes of the data thus becomes an
important problem. Motivated by concerns surrounding the fairness effects of
sharing and few-shot machine learning tools, such as the Model Agnostic
Meta-Learning framework, we propose a novel fair fast-adapted few-shot
meta-learning approach that efficiently mitigates biases during meta-train by
ensuring controlling the decision boundary covariance that between the
protected variable and the signed distance from the feature vectors to the
decision boundary. Through extensive experiments on two real-world image
benchmarks over three state-of-the-art meta-learning algorithms, we empirically
demonstrate that our proposed approach efficiently mitigates biases on model
output and generalizes both accuracy and fairness to unseen tasks with a
limited amount of training samples.
","[{'version': 'v1', 'created': 'Wed, 23 Sep 2020 22:33:47 GMT'}]",2020-09-29,"[['Zhao', 'Chen', ''], ['Li', 'Changbin', ''], ['Li', 'Jincheng', ''], ['Chen', 'Feng', '']]"
1355153,2009.13650,Joseph Near,"Krystal Maughan, Joseph P. Near",Towards a Measure of Individual Fairness for Deep Learning,Presented at MD4SG '20,,,,cs.AI cs.CY,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Deep learning has produced big advances in artificial intelligence, but
trained neural networks often reflect and amplify bias in their training data,
and thus produce unfair predictions. We propose a novel measure of individual
fairness, called prediction sensitivity, that approximates the extent to which
a particular prediction is dependent on a protected attribute. We show how to
compute prediction sensitivity using standard automatic differentiation
capabilities present in modern deep learning frameworks, and present
preliminary empirical results suggesting that prediction sensitivity may be
effective for measuring bias in individual predictions.
","[{'version': 'v1', 'created': 'Mon, 28 Sep 2020 21:53:21 GMT'}]",2020-09-30,"[['Maughan', 'Krystal', ''], ['Near', 'Joseph P.', '']]"
1357800,2010.01470,Lequn Luke Wang,Lequn Wang and Thorsten Joachims,Fairness and Diversity for Rankings in Two-Sided Markets,,,,,cs.IR cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Ranking items by their probability of relevance has long been the goal of
conventional ranking systems. While this maximizes traditional criteria of
ranking performance, there is a growing understanding that it is an
oversimplification in online platforms that serve not only a diverse user
population, but also the producers of the items. In particular, ranking
algorithms are expected to be fair in how they serve all groups of users -- not
just the majority group -- and they also need to be fair in how they divide
exposure among the items. These fairness considerations can partially be met by
adding diversity to the rankings, as done in several recent works, but we show
in this paper that user fairness, item fairness and diversity are fundamentally
different concepts. In particular, we find that algorithms that consider only
one of the three desiderata can fail to satisfy and even harm the other two. To
overcome this shortcoming, we present the first ranking algorithm that
explicitly enforces all three desiderata. The algorithm optimizes user and item
fairness as a convex optimization problem which can be solved optimally. From
its solution, a ranking policy can be derived via a new Birkhoff-von Neumann
decomposition algorithm that optimizes diversity. Beyond the theoretical
analysis, we provide a comprehensive empirical evaluation on a new benchmark
dataset to show the effectiveness of the proposed ranking algorithm on
controlling the three desiderata and the interplay between them.
","[{'version': 'v1', 'created': 'Sun, 4 Oct 2020 02:53:09 GMT'}]",2020-10-06,"[['Wang', 'Lequn', ''], ['Joachims', 'Thorsten', '']]"
1358872,2010.02542,Sakshi Udeshi,Ezekiel Soremekun and Sakshi Udeshi and Sudipta Chattopadhyay,Astraea: Grammar-based Fairness Testing,,,,,cs.SE cs.AI cs.LG,http://creativecommons.org/licenses/by-nc-sa/4.0/,"  Software often produces biased outputs. In particular, machine learning (ML)
based software are known to produce erroneous predictions when processing
discriminatory inputs. Such unfair program behavior can be caused by societal
bias. In the last few years, Amazon, Microsoft and Google have provided
software services that produce unfair outputs, mostly due to societal bias
(e.g. gender or race). In such events, developers are saddled with the task of
conducting fairness testing. Fairness testing is challenging; developers are
tasked with generating discriminatory inputs that reveal and explain biases.
  We propose a grammar-based fairness testing approach (called ASTRAEA) which
leverages context-free grammars to generate discriminatory inputs that reveal
fairness violations in software systems. Using probabilistic grammars, ASTRAEA
also provides fault diagnosis by isolating the cause of observed software bias.
ASTRAEA's diagnoses facilitate the improvement of ML fairness.
  ASTRAEA was evaluated on 18 software systems that provide three major natural
language processing (NLP) services. In our evaluation, ASTRAEA generated
fairness violations with a rate of ~18%. ASTRAEA generated over 573K
discriminatory test cases and found over 102K fairness violations. Furthermore,
ASTRAEA improves software fairness by ~76%, via model-retraining.
","[{'version': 'v1', 'created': 'Tue, 6 Oct 2020 08:19:01 GMT'}]",2020-10-07,"[['Soremekun', 'Ezekiel', ''], ['Udeshi', 'Sakshi', ''], ['Chattopadhyay', 'Sudipta', '']]"
